Name,Fide ID,Nascimento,Place of Birth,Death,Date they became Grandmaster,Federation,Sexo,Age they became Grandmaster
"Gheorghiu, Florin",1200011.0,1944-04-06 00:00:00,Bucharest,,1965,Romania,M,21.0
"Ghițescu, Theodor",1200119.0,1934-01-24 00:00:00,Bucharest,2008-11-22 00:00:00,1986,Romania,M,52.0
"Gholami, Aryan",12513342.0,2001-07-26 00:00:00,Sari,,2020,Iran,M,19.0
"Ghosh, Diptayan",5045207.0,1998-08-10 00:00:00,Kolkata,,2016,India,M,18.0
"Giaccio, Alfredo",101613.0,1970-07-15 00:00:00,Buenos Aires,,2013,Argentina,M,43.0
"Ginsburg, Gennadij",4630629.0,1971-08-11 00:00:00,Kommunarsk,,2006,Germany,M,35.0
"Giorgadze, Giorgi",13600044.0,1964-10-10 00:00:00,,,1993,Georgia,M,29.0
"Giorgadze, Tamaz",13600028.0,1947-11-09 00:00:00,Tbilisi,,1977,Soviet Union • Georgia,M,30.0
"Gipslis, Aivars",11600080.0,1937-02-08 00:00:00,Riga,2000-04-13 00:00:00,1967,Soviet Union • Latvia,M,30.0
"Giri, Anish",24116068.0,1994-06-28 00:00:00,Saint Petersburg,,2009,Netherlands,M,15.0
"Girish, A. Koushik",5038448.0,1997-08-31 00:00:00,Sringeri,,2019,India,M,22.0
"Gledura, Benjámin",712779.0,1999-07-04 00:00:00,,,2016,Hungary,M,17.0
"Gleizerov, Evgeny",4101332.0,1963-03-20 00:00:00,Chelyabinsk,,1993,Russia,M,30.0
"Glek, Igor",4100484.0,1961-11-07 00:00:00,Moscow,,1990,Soviet Union • Russia • Germany • Russia,M,29.0
"Gligorić, Svetozar",900400.0,1923-02-02 00:00:00,Belgrade,2012-08-14 00:00:00,1951,Yugoslavia • Serbia,M,28.0
"Glud, Jakob Vang",1407767.0,1988-04-06 00:00:00,Aarhus,,2014,Denmark,M,26.0
"Godena, Michele",800090.0,1967-06-30 00:00:00,Valdobbiadene,,1996,Italy,M,29.0
"Gofshtein, Leonid",2801574.0,1953-04-21 00:00:00,,2015-12-25 00:00:00,1993,Israel,M,40.0
"Goganov, Aleksey",24109959.0,1991-07-26 00:00:00,,,2013,Russia,M,22.0
"Goh, Wei Ming Kevin",5800706.0,1983-07-07 00:00:00,Singapore,,2020,Singapore,M,37.0
"Goldin, Alexander",2019540.0,1964-02-27 00:00:00,Novosibirsk,,1989,Soviet Union • Russia • Israel • United States,M,25.0
"Golizadeh, Asghar",12505269.0,1990-07-29 00:00:00,Tabriz,,2011,Iran,M,21.0
"Golod, Vitali",2804140.0,1971-06-23 00:00:00,Lvov,,1996,Israel,M,25.0
"Golombek, Harry",,1911-03-01 00:00:00,London,1995-01-07 00:00:00,1985,England,M,74.0
"Goloshchapov, Alexander",14103222.0,1978-01-25 00:00:00,,,1999,Ukraine,M,21.0
"Golubev, Mikhail",14100983.0,1970-05-30 00:00:00,Odessa,,1996,Ukraine,M,26.0
"Golubka, Petro",14114224.0,1989-05-09 00:00:00,,,2020,Ukraine,M,31.0
"Gomez Esteban, Juan Mario",2200163.0,1958-02-15 00:00:00,Santurce,,2004,Spain,M,46.0
"Gomez Garrido, Camilo Ernesto",3507904.0,1987-10-23 00:00:00,Holguín,,2016,Cuba,M,29.0
"Gómez, John Paul",5201381.0,1986-05-23 00:00:00,,,2009,Philippines,M,23.0
"Gonda, László",720852.0,1988-04-24 00:00:00,Tatabánya,,2010,Hungary,M,22.0
"Gonzáles, Jayson",5201080.0,1969-02-05 00:00:00,Quezon City,,2008,Philippines,M,39.0
"Gonzalez, Renier",3501841.0,1972-11-21 00:00:00,Jagüey Grande,,2008,United States,M,36.0
"González Acosta, Bernal",6500170.0,1973-06-10 00:00:00,"San José, Costa Rica",,2015,Costa Rica,M,42.0
"Gonzalez Garcia, Jose",5101174.0,1973-08-12 00:00:00,Madrid,,2006,Spain,M,33.0
"González Vidal, Yuri",3503321.0,1981-01-12 00:00:00,Marianao,,2009,Cuba,M,28.0
"Gonzalez Zamora, Juan Carlos",3507548.0,1968-06-24 00:00:00,Havana,,2004,Mexico,M,36.0
"González Pérez, Arian",3507777.0,1988-08-17 00:00:00,"Santa Clara, Cuba",,2018,FIDE,M,30.0
"Gopal, Geetha Narayanan",5015693.0,1989-03-29 00:00:00,Muvattupuzha,,2007,India,M,18.0
"Gordievsky, Dmitry",24112798.0,1996-04-24 00:00:00,Moscow,,2017,Russia,M,21.0
"Gordon, Stephen J.",411477.0,1986-09-04 00:00:00,Oldham,,2009,England,M,23.0
"Gormally, Daniel",406465.0,1976-05-04 00:00:00,,,2005,England,M,29.0
"Gorovets, Andrey",13504037.0,1987-09-14 00:00:00,Vitebsk,,2017,Belarus,M,30.0
"Gorovykh, Eduard",4176847.0,1990-02-07 00:00:00,Krasnodar,,2012,Russia,M,22.0
"Goryachkina, Aleksandra",4147103.0,1998-09-28 00:00:00,Orsk,,2018,Russia,F,20.0
"Gozzoli, Yannick",616915.0,1983-06-02 00:00:00,Marseille,,2012,France,M,29.0
"Grabarczyk, Mirosław",1101684.0,1971-01-03 00:00:00,Płock,,2002,Poland,M,31.0
"Grachev, Boris",4129199.0,1986-03-27 00:00:00,Moscow,,2007,Russia,M,21.0
"Graf, Alexander",4680804.0,1962-08-25 00:00:00,Tashkent,,1992,Uzbekistan • Germany,M,30.0
"Granda Zúñiga, Julio E",3800024.0,1967-02-25 00:00:00,Camaná,,1986,Peru,M,19.0
"Grandelius, Nils",1710400.0,1993-06-03 00:00:00,Lund,,2010,Sweden,M,17.0
"Grechikhin, Valery",4121015.0,1937-09-06 00:00:00,,2008-05-13 00:00:00,1998,Russia,M,61.0
"Greenfeld, Alon",2800039.0,1964-04-17 00:00:00,New York City,,1989,Israel,M,25.0
"Grétarsson, Helgi",2300699.0,1977-02-18 00:00:00,,,1994,Iceland,M,17.0
"Grétarsson, Hjörvar Steinn",2302241.0,1993-05-29 00:00:00,Reykjavík,,2013,Iceland,M,20.0
"Grigore, George-Gabriel",1200186.0,1970-11-13 00:00:00,Constanța,,2002,Romania,M,32.0
"Grigoriants, Sergey",4130804.0,1983-11-02 00:00:00,Tashkent,,2003,Russia,M,20.0
"Grigorov, Grigor",2907313.0,1987-05-26 00:00:00,Petrich,,2011,Bulgaria,M,24.0
"Grigoryan, Avetik",13302191.0,1989-01-27 00:00:00,Yerevan,,2008,Armenia,M,19.0
"Grigoryan, Karen H.",13301004.0,1995-02-25 00:00:00,Yerevan,,2013,Armenia,M,18.0
"Grischuk, Alexander",4126025.0,1983-10-31 00:00:00,Moscow,,2000,Russia,M,17.0
"Gritsak, Orest",14102188.0,1973-02-24 00:00:00,Lvov,,2001,Ukraine,M,28.0
"Grivas, Efstratios",4200039.0,1966-03-30 00:00:00,Aigio,,1993,Greece,M,27.0
"Groszpeter, Attila",700053.0,1960-06-09 00:00:00,Hódmezővásárhely,,1986,Hungary,M,26.0
"Grover, Sahaj",5021103.0,1995-09-07 00:00:00,Delhi,,2012,India,M,17.0
"Gruenfeld, Yehuda",2800020.0,1956-02-28 00:00:00,Dzierżoniów,,1980,Israel,M,24.0
"Grünfeld, Ernst",,1893-11-21,Vienna,1962-04-03 00:00:00,1950,Austria,M,57.0
"Guerra Mendez, Jose Angel",3508129.0,1988-01-20 00:00:00,"Manzanillo, Cuba",,2017,Spain,M,29.0
"Gufeld, Eduard",2015307.0,1936-03-19 00:00:00,Kiev,2002-09-23 00:00:00,1967,Ukraine • United States,M,31.0
"Guidarelli, Laurent",611123.0,1981-06-18 00:00:00,Carpentras,,2014,France,M,33.0
"Guimard, Carlos",100650.0,1913-04-06 00:00:00,Santiago del Estero,1998-09-11 00:00:00,1960,Argentina,M,47.0
"Gujrathi, Vidit Santosh",5029465.0,1994-10-24 00:00:00,Indore,,2013,India,M,19.0
Gukesh D,46616543.0,2006-05-29 00:00:00,Chennai,,2019,India,M,13.0
"Guliev, Sarhan",13400231.0,1968-04-01 00:00:00,,,1995,Azerbaijan,M,27.0
"Guliyev, Namig",13400363.0,1974-02-13 00:00:00,Beylagan,,2005,Azerbaijan,M,31.0
"Gulko, Boris",2000040.0,1947-02-09 00:00:00,Erfurt,,1976,Soviet Union • United States,M,29.0
"Gunawan, Ruben",7100248.0,1968-04-17 00:00:00,Jakarta,2005-08-28 00:00:00,1999,Indonesia,M,31.0
"Gundavaa, Bayarsaikhan",4901045.0,1989-05-29 00:00:00,,,2013,Mongolia,M,24.0
"Gunina, Valentina",4167570.0,1989-02-04 00:00:00,Murmansk,,2013,Russia,F,24.0
"Gupta, Abhijeet",5010608.0,1989-10-16 00:00:00,Bhilwara,,2008,India,M,19.0
"Gurevich, Dmitry",2000407.0,1956-09-11 00:00:00,Moscow,,1983,United States,M,27.0
"Gurevich, Ilya",2000628.0,1972-02-08 00:00:00,Kiev,,1993,United States,M,21.0
"Gurevich, Mikhail",200930.0,1959-02-22 00:00:00,Kharkiv,,1986,Soviet Union • Belgium • Turkey • Belgium,M,27.0
"Gurevich, Vladimir",14100207.0,1959-08-04 00:00:00,,,1998,Ukraine,M,39.0
"Gurgenidze, Bukhuti",13600184.0,1933-11-13 00:00:00,Surami,2008-05-24 00:00:00,1970,Soviet Union • Georgia,M,37.0
"Guseinov, Aidyn",13400169.0,1955-11-30 00:00:00,,2003-10-30 00:00:00,1998,Azerbaijan,M,43.0
"Guseinov, Gadir",13401378.0,1986-05-21 00:00:00,Moscow,,2002,Azerbaijan,M,16.0
"Gustafsson, Jan",4625498.0,1979-06-25 00:00:00,Hamburg,,2003,Germany,M,24.0
"Gutman, Gennadi",14102277.0,1973-11-01 00:00:00,,,2001,Ukraine,M,28.0
"Gutman, Lev",4600177.0,1945-09-26 00:00:00,Riga,,1986,Israel • Germany,M,41.0
"Gutov, Andrey",4130480.0,1978-12-08 00:00:00,Belovo,,2006,Russia,M,28.0
"Gyimesi, Zoltán",702218.0,1977-03-31 00:00:00,,,1996,Hungary,M,19.0
"Hába, Petr",300160.0,1965-01-06 00:00:00,Zlin,,1997,Czechoslovakia,M,32.0
"Haddouche, Mohamed",7900660.0,1984-08-19 00:00:00,Sidi Bel Abbès,,2014,Algeria,M,30.0
"Hakobyan, Aram",13306677.0,2001-04-01 00:00:00,Yerevan,,2018,Armenia,M,17.0
"Halkias, Stelios",4201809.0,1980-04-11 00:00:00,,,2002,Greece,M,22.0
"Hambleton, Aman",2606577.0,1992-12-30 00:00:00,Hallifax,,2018,Canada,M,26.0
"Hamdouchi, Hichem",9000011.0,1972-10-08 00:00:00,Tangier,,1994,Morocco • France,M,22.0
"Hamiţevici, Vladimir",13902393.0,1991-02-19 00:00:00,"Bender, Moldova",,2017,Moldova,M,26.0
"Hammer, Jon Ludvig",1503707.0,1990-06-02 00:00:00,Bergen,,2009,Norway,M,19.0
"Handke, Florian",4634527.0,1982-03-22 00:00:00,,,2003,Germany,M,21.0
"Handoko, Edhi",7100043.0,1960-08-28 00:00:00,Surakarta,2009-02-17 00:00:00,1994,Indonesia,M,34.0
"Hansen, Curt",1400010.0,1964-09-18 00:00:00,Bov Municipality,,1985,Denmark,M,21.0
"Hansen, Eric",2606771.0,1992-05-24 00:00:00,Irvine California,,2013,Canada,M,21.0
"Hansen, Lars Bo",1400037.0,1968-09-24 00:00:00,,,1990,Denmark,M,22.0
"Hansen, Sune Berg",1400266.0,1971-04-21 00:00:00,,,1998,Denmark,M,27.0
"Hansen, Torbjørn Ringdal",1501720.0,1979-03-01 00:00:00,Lørenskog,,2015,Norway,M,36.0
"Har-Zvi, Ronen",2801485.0,1976-10-13 00:00:00,,,1995,Israel,M,19.0
"Harika, Dronavalli",5015197.0,1991-01-12 00:00:00,Guntur,,2011,India,F,20.0
"Harikrishna, Pentala",5007003.0,1986-05-10 00:00:00,Gundur,,2001,India,M,15.0
Harsha Bharathakoti,5078776.0,2000-02-07 00:00:00,Guntur,,2019,India,M,19.0
"Harutjunyan, Gevorg",13300873.0,1981-05-07 00:00:00,Yerevan,,2009,Armenia,M,28.0
"Harutyunian, Tigran",13303635.0,1997-01-15 00:00:00,Yerevan,,2019,Armenia,M,22.0
"Hasangatin, Ramil",4122160.0,1972-07-01 00:00:00,Kazan,,2003,Russia,M,31.0
"Haslinger, Stewart",405248.0,1981-11-25 00:00:00,Ainsdale,,2007,England,M,26.0
"Haub, Thorsten Michael",4610776.0,1968-02-15 00:00:00,Siegen,,2015,Germany,M,47.0
"Hauchard, Arnaud",600113.0,1971-11-15 00:00:00,Rouen,,2000,France,M,29.0
"Hausrath, Daniel",4617495.0,1976-04-08 00:00:00,"Mülheim, Cologne",,2013,Germany,M,37.0
"Hawkins, Jonathan",412686.0,1983-05-01 00:00:00,,,2014,England,M,31.0
"Hayrapetyan, Hovik",13302639.0,1990-02-15 00:00:00,,,2013,Armenia,M,23.0
"Haznedaroğlu, Kıvanç",6300634.0,1981-01-01 00:00:00,Ankara,,2009,Turkey,M,28.0
"Hebden, Mark",400084.0,1958-02-15 00:00:00,Leicester,,1992,England,M,34.0
"Heberla, Bartłomiej",1115120.0,1985-06-19 00:00:00,Rybnik,,2006,Poland,M,21.0
"Hecht, Hans-Joachim",4600320.0,1939-01-29 00:00:00,Luckenwalde,,1973,Germany,M,34.0
"Hector, Jonny",1700090.0,1964-02-13 00:00:00,Malmö,,1991,Sweden,M,27.0
"Heinemann, Thies",4601556.0,1971-03-07 00:00:00,Hamburg,,2018,Germany,M,47.0
"Heimann, Andreas",24624632.0,1992-01-10 00:00:00,Rheinfelden,,2016,Germany,M,24.0
"Hellers, Ferdinand",1700022.0,1969-01-28 00:00:00,Stockholm,,1989,Sweden,M,20.0
"Hellsten, Johan",1702092.0,1975-12-25 00:00:00,Malmö,,2004,Sweden,M,29.0
"Henderson de La Fuente, Lance",32096585.0,2003-05-19 00:00:00,Marbella,,2019,Spain,M,16.0
"Henley, Ron",2000318.0,1956-12-05 00:00:00,Houston,,1982,United States,M,26.0
"Henriquez Villagra, Cristóbal",3409350.0,1996-08-07 00:00:00,Santiago,,2017,Chile,M,21.0
"Héra Jr., Imre",716855.0,1986-09-03 00:00:00,Budapest,,2007,Hungary,M,21.0
"Hernández Carmenates, Holden",3504387.0,1984-08-10 00:00:00,Güines,,2007,United States,M,23.0
"Hernández, Guerrero Gilberto",5100011.0,1970-02-04 00:00:00,Ébano,,1995,Mexico,M,25.0
"Hernandez, Onna Roman",3500063.0,1949-11-23 00:00:00,Santiago de Cuba,,1978,Cuba,M,29.0
"Herraiz Hidálgo, Herminio",2205009.0,1978-10-30 00:00:00,Las Pedroñeras,,2009,Spain,M,31.0
"Herrera, Irisberto",3500373.0,1968-12-07 00:00:00,,,1999,Cuba • Spain,M,31.0
"Hertneck, Gerald",4600088.0,1963-09-18 00:00:00,Munich,,1991,Germany,M,28.0
"Hesham, Abdelrahman",10600183.0,1992-02-12 00:00:00,,,2016,Egypt,M,24.0
"Hess, Robert",2022036.0,1991-12-19 00:00:00,New York City,,2009,United States,M,18.0
"Hevia Alejano, Carlos Antonio",3508811.0,1991-10-30 00:00:00,Havana,,2015,Cuba,M,24.0
"Hickl, Jörg",4600118.0,1965-04-16 00:00:00,Wiesbaden,,1988,Germany,M,23.0
"Hillarp Persson, Tiger",1700812.0,1970-10-28 00:00:00,Malmö,,1999,Sweden,M,29.0
"Himanshu, Sharma",5007836.0,1983-09-16 00:00:00,Rohtak,,2017,India,M,34.0
"Hjartarson, Jóhann",2300044.0,1963-02-08 00:00:00,Reykjavík,,1985,Iceland,M,22.0
Hoàng Thanh Trang,12400149.0,1980-04-25 00:00:00,Hanoi,,2007,Hungary,F,27.0
"Hodgson, Julian",400076.0,1963-07-25 00:00:00,St Asaph,,1988,England,M,25.0
"Hoffman, Alejandro",100340.0,1966-10-26 00:00:00,Buenos Aires,,1998,Argentina • Uruguay,M,32.0
"Hoffmann, Michael",4601297.0,1970-09-19 00:00:00,Bochum,,2009,Germany,M,39.0
"Høi, Carsten",1400100.0,1957-01-16 00:00:00,Copenhagen,,2001,Denmark,M,44.0
"Holt, Conrad",2034387.0,1993-07-09 00:00:00,Wichita,,2012,United States,M,19.0
"Holzke, Frank",4600428.0,1971-07-08 00:00:00,Cologne,,2008,Germany,M,37.0
"Honfi, Károly",,1930-10-25 00:00:00,Pesterzsébet,1996-08-14 00:00:00,1996,Hungary,M,66.0
"Hort, Vlastimil",4600029.0,1944-01-12 00:00:00,Kladno,,1965,Czechoslovakia • West Germany • Germany,M,21.0
"Horváth, Ádám",708003.0,1981-07-14 00:00:00,,,2002,Hungary,M,21.0
"Horvath, Csaba",700118.0,1968-06-05 00:00:00,,,1993,Hungary,M,25.0
"Horvath, Jozsef",700061.0,1964-08-13 00:00:00,Budapest,,1990,Hungary,M,26.0
"Horváth, Péter",700843.0,1972-06-17 00:00:00,Pécs,,2006,Hungary,M,34.0
"Hossain, Enamul",10200649.0,1981-09-30 00:00:00,Dhaka,,2008,Bangladesh,M,27.0
Hou Yifan,8602980.0,1994-02-27 00:00:00,Xinghua,,2008,China,F,14.0
"Hovhannisyan, Mher",13300865.0,1978-09-25 00:00:00,Gyumri,,2018,Belgium,M,40.0
"Hovhannisyan, Robert",13302507.0,1991-03-23 00:00:00,Yerevan,,2010,Armenia,M,19.0
"Howell, David",410608.0,1990-11-14 00:00:00,Eastbourne,,2007,England,M,17.0
"Howell, James",400297.0,1967-05-17 00:00:00,Brent,,1995,England,M,28.0
"Hráček, Zbyněk",300071.0,1970-09-09 00:00:00,Uherské Hradiště,,1993,Czechoslovakia,M,23.0
"Hubner, Robert",4600010.0,1948-11-06 00:00:00,Cologne,,1971,West Germany • Germany,M,23.0
"Hulak, Krunoslav",14500060.0,1951-05-25 00:00:00,Osijek,2015-10-23 00:00:00,1976,Croatia,M,25.0
"Hungaski, Robert Andrew",2021030.0,1987-12-08 00:00:00,"Stamford, Connecticut",,2013,United States,M,26.0
"Huschenbeth, Niclas",24604747.0,1992-02-29 00:00:00,Hann. Münden,,2012,Germany,M,20.0
"Huzman, Alexander",2803828.0,1962-04-10 00:00:00,Zhytomyr,,1991,Israel,M,29.0
"Ibarra Chami, Luís Fernando",5105048.0,1989-05-15 00:00:00,"Mérida, Yucatán",,2020,Mexico,M,31.0
"Ibarra Jeréz, José Carlos",2226332.0,1985-08-07 00:00:00,Murcia,,2013,Spain,M,28.0
"Ibragimov, Alibek",13700952.0,1968-08-12 00:00:00,,,2002,Kazakhstan,M,34.0
"Ibragimov, Ildar",4102878.0,1967-08-16 00:00:00,Kazan,,1993,Russia • United States • Russia,M,26.0
"Ibrahimov, Rasul",13400495.0,1981-08-13 00:00:00,Baku,,2005,Azerbaijan,M,24.0
"Ibrayev, Nurlan",13700650.0,1977-02-25 00:00:00,Tselinograd,,2005,Kazakhstan,M,28.0
"Idani, Pouya",12510130.0,1995-09-22 00:00:00,Ahvaz,,2014,Iran,M,19.0
"Ikonnikov, Vyacheslav",4100972.0,1966-03-15 00:00:00,,,1999,Russia,M,33.0
"Ilinčić, Zlatko",900346.0,1968-05-10 00:00:00,,,1994,Serbia,M,26.0
"Iljin, Artem",4156021.0,1987-01-04 00:00:00,Tatarstan,,2007,Russia,M,20.0
"Iljiushenok, Ilia",24105074.0,1993-08-16 00:00:00,Langepas,,2018,Russia,M,25.0
"Iljushin, Alexei",4122178.0,1980-07-29 00:00:00,,,2001,Russia,M,21.0
"Illescas, Miguel",2200015.0,1965-12-03 00:00:00,Barcelona,,1988,Spain,M,23.0
"Illingworth, Max",3205207.0,1992-11-05 00:00:00,Sydney,,2016,Australia,M,24.0
"Inarkiev, Ernesto",4162722.0,1985-12-09 00:00:00,Osh,,2002,Russia,M,17.0
"Indjic, Aleksandar",911925.0,1995-08-24 00:00:00,Stara Pazova,,2013,Serbia,M,18.0
"Iniyan, P",25002767.0,2002-09-13 00:00:00,Erode,,2019,India,M,17.0
"Inkiov, Ventzislav",2900033.0,1956-05-19 00:00:00,Stanke Dimitrov,,1982,Bulgaria,M,26.0
"Ionescu, Constantin",1200089.0,1958-09-12 00:00:00,Brașov,,1998,Romania,M,40.0
"Ionov, Sergey",4100875.0,1962-01-07 00:00:00,,,1996,Russia,M,34.0
"Iordăchescu, Viorel",13900200.0,1977-04-20 00:00:00,Kishinev,,1999,Moldova,M,22.0
"Iotov, Valentin",2906074.0,1988-09-06 00:00:00,Pleven,,2008,Bulgaria,M,20.0
"Ipatov, Alexander",14116731.0,1993-07-16 00:00:00,Lviv,,2011,Spain • Turkey,M,18.0
"Irzhanov, Ruslan",13700154.0,1976-11-27 00:00:00,,,1997,Kazakhstan,M,21.0
"Iskandarov, Misratdin",13400312.0,1995-01-14 00:00:00,Sumqayit,,2020,Azerbaijan,M,25.0
"Iskusnyh, Sergei",4120027.0,1974-09-05 00:00:00,,,2000,Russia,M,26.0
"Ismagambetov, Anuar",13701525.0,1986-03-21 00:00:00,Astana,,2008,Kazakhstan,M,22.0
"Istrățescu, Andrei",1200372.0,1975-12-03 00:00:00,Bucharest,,1994,France,M,19.0
"Iturrizaga Bonelli, Eduardo",3901211.0,1989-11-01 00:00:00,Caracas,,2008,Venezuela,M,19.0
"Iuldachev, Saidali",14200104.0,1968-01-31 00:00:00,,,1996,Uzbekistan,M,28.0
"Ivanchuk, Vasyl",14100010.0,1969-03-18 00:00:00,Kopychyntsi,,1988,Soviet Union • Ukraine,M,19.0
"Ivanišević, Ivan",912417.0,1977-11-23 00:00:00,,,2000,Serbia,M,23.0
"Ivanov, Alexander",2000202.0,1956-05-01 00:00:00,Novovarshavka,,1991,United States,M,35.0
"Ivanov, Alexander Alexandrovich",4126360.0,1965-01-19 00:00:00,Arkangelsk,,2008,Russia,M,43.0
"Ivanov, Igor Vasilyevich",2000288.0,1947-01-08 00:00:00,Leningrad,2005-11-17 00:00:00,2005,Canada,M,58.0
"Ivanov, Mikhail",4114906.0,1969-01-20 00:00:00,,,1993,Russia,M,24.0
"Ivanov, Sergey",4101375.0,1961-09-29 00:00:00,Leningrad,,1995,Russia,M,34.0
"Ivanović, Božidar",900095.0,1949-08-24 00:00:00,Cetinje,,1978,Montenegro,M,29.0
"Ivić, Velimir",950122.0,2002-08-27 00:00:00,Belgrade,,2020,Serbia,M,18.0
"Ivkov, Borislav",900141.0,1933-11-12 00:00:00,Belgrade,,1955,Yugoslavia • Serbia,M,22.0
"Izeta Txabarri, Félix",2200260.0,1961-08-03 00:00:00,Zestoa,,1994,Spain,M,33.0
"Izmukhambetov, Salauat",13700545.0,1905-05-25 00:00:00,,,1996,Kazakhstan,M,24.0
"Izoria, Zviad",13601733.0,1984-01-06 00:00:00,Khoni,,2002,United States,M,18.0
"Jacimović, Dragoljub",15000214.0,1964-01-10 00:00:00,,,2001,North Macedonia,M,37.0
"Jacobson, Brandon",30901561.0,2003-11-14 00:00:00,"Plainfield, New Jersey",,2020,United States,M,17.0
"Jakovenko, Dmitry",4122356.0,1983-06-28 00:00:00,Omsk,,2001,Russia,M,18.0
"Jakubiec, Artur",1103261.0,1973-12-03 00:00:00,Wadowice,,2002,Poland,M,29.0
"Jakubowski, Krzysztof",1112848.0,1983-09-23 00:00:00,Łomża,,2009,Poland,M,26.0
"Janev, Evgeni",2900360.0,1973-05-16 00:00:00,Sofia,,2002,Bulgaria,M,29.0
"Janjgava, Lasha",13600087.0,1970-05-05 00:00:00,,,1993,Georgia,M,23.0
"Janković, Alojzije",14505959.0,1983-04-02 00:00:00,,,2006,Croatia,M,23.0
"Janošević, Dragljub",,1923-07-08 00:00:00,Belgrade,1993-05-20 00:00:00,1965,Yugoslavia,M,42.0
"Janovsky, Sergey",4102711.0,1960-02-17 00:00:00,,,1995,Russia,M,35.0
"Jansa, Vlastimil",300128.0,1942-11-27 00:00:00,Prague,,1974,Czechoslovakia,M,32.0
"Janssen, Ruud",1004816.0,1979-05-01 00:00:00,Venray,,2011,Netherlands,M,32.0
"Jaracz, Paweł",1102222.0,1975-07-22 00:00:00,Kożuchów,,2000,Poland,M,25.0
"Jedynak, Radosław",1109243.0,1982-06-09 00:00:00,Warsaw,,2006,Poland,M,24.0
"Jenni, Florian",1304232.0,1980-03-24 00:00:00,Lieli,,2002,Switzerland,M,22.0
"Jeremic, Veljko",927040.0,1985-11-09 00:00:00,Priboj,,2004,Serbia,M,19.0
"Jianu, Vlad-Cristian",1208110.0,1984-09-27 00:00:00,Bucharest,,2007,Romania,M,23.0
"Jirovský, Miloš",303224.0,1974-03-17 00:00:00,Kolin,,2003,Czechoslovakia,M,29.0
"Jobava, Baadur",13601520.0,1983-11-26 00:00:00,Gali,,2001,Georgia,M,18.0
"Johannessen, Leif Erlend",1501674.0,1980-04-14 00:00:00,Oslo,,2002,Norway,M,22.0
"Johansen, Darryl",3200035.0,1959-02-04 00:00:00,Melbourne,,1995,Australia,M,36.0
"Jojua, Davit",13602543.0,1989-06-08 00:00:00,Samtredia,,2009,Georgia,M,20.0
"Jones, Gawain",409561.0,1987-12-11 00:00:00,Keighley,,2007,England,M,20.0
"Jonkman, Harmen",1002708.0,1975-05-30 00:00:00,Beverwijk,,2002,Netherlands,M,27.0
"Jovanić, Ognjen",14504081.0,1978-05-04 00:00:00,,,2007,Croatia,M,29.0
"Jovanović, Zoran",14505320.0,1979-06-07 00:00:00,,,2006,Croatia,M,27.0
Ju Wenjun,8603006.0,1991-01-31 00:00:00,Shanghai,,2014,China,F,23.0
"Jumabayev, Rinat",13702661.0,1989-07-23 00:00:00,Shymkent,,2009,Kazakhstan,M,20.0
"Jurcik, Marian",14907518.0,1987-01-27 00:00:00,,,2017,Slovakia,M,30.0
"Jussupow, Artur",4618777.0,1960-02-13 00:00:00,Moscow,,1980,Germany,M,20.0
"Kabanov, Nikolai",4127820.0,1980-01-22 00:00:00,,,2009,Russia,M,29.0
"Kacheishvili, Giorgi",13600613.0,1977-02-10 00:00:00,,,1997,Georgia,M,20.0
"Kadrić, Denis",14403803.0,1995-06-12 00:00:00,Frankfurt,,2015,Boznia and Herzegovina,M,20.0
"Kaidanov, Gregory",2008564.0,1959-10-11 00:00:00,Berdychiv,,1988,Soviet Union • Ukraine • United States,M,29.0
"Kalinin, Alexander",4112423.0,1968-05-26 00:00:00,,,2001,Russia,M,33.0
"Kalinitschew, Sergey",4637321.0,1956-02-03 00:00:00,Moscow,,1997,Germany,M,41.0
"Kállai, Gábor",700282.0,1959-02-21 00:00:00,Budapest,,1995,Hungary,M,36.0
"Kallio, Heikki",501778.0,1980-10-15 00:00:00,Vaasa,,2001,Finland,M,21.0
"Kalod, Radek",305421.0,1978-08-08 00:00:00,Brno,,2004,Czechoslovakia,M,26.0
"Kalugin, Sergey",4128567.0,1970-10-03 00:00:00,,,2000,Russia,M,30.0
"Kamiński, Marcin",1100696.0,1977-03-10 00:00:00,Wrocław,,1996,Poland,M,19.0
"Kamsky, Gata",2000024.0,1974-06-02 00:00:00,Novokuznetsk,,1990,United States,M,16.0
Kannappan Priyadharshan,5018293.0,1993-12-01 00:00:00,Madhurai,,2016,India,M,23.0
"Kanarek, Marcel",1126822.0,1993-02-05 00:00:00,Koszalin,,2016,Poland,M,23.0
"Kanep, Meelis",4501047.0,1983-05-27 00:00:00,Võru,,2006,Estonia,M,23.0
"Kantāns, Toms",11602945.0,1994-01-16 00:00:00,Riga,,2017,Latvia,M,23.0
"Kantor, Gergely",751499.0,1999-07-19 00:00:00,,,2019,Hungary,M,20.0
"Kantsler, Boris [ru]",2805359.0,1962-04-16 00:00:00,Frunze,,1999,Israel,M,37.0
"Kapnisis, Spyridon",4203445.0,1981-05-11 00:00:00,,,2011,Greece,M,30.0
"Karjakin, Sergey",14109603.0,1990-01-12 00:00:00,Simferopol,,2003,Russia,M,13.0
"Karlsson, Lars",1700057.0,1955-07-11 00:00:00,Stockholm,,1982,Sweden,M,27.0
